一级评论;实际爬取到的二级评论内容;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;一级账号粉丝数;信任度指数3;一级评论总点赞数;信任度指数4;信任度值;归一化信任度值
解放生产力消灭消费需求;笑哭有道理啊笑哭;0.8532333366877105
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复iawwa直接全身水印加降低分辨率神乐七奈变猫猫;-0.9222654229552143
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复此行此行围棋AI超越人类不因为它是决策式不过这种形式的确更容易强化学习，是因为用了强化学习，就是对于它生成的东西有一个打分，能对自身不断调整，像ChatGPT已经用上了。如果绘画AI有像ChatGPT一样有个集中平台的话也可以搞强化学习的似乎NovelAI官网就有评价机制来着，现在这满地散的生态就比较难搞;0.9999634727271971
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复想放弃啊大家都在喂自己的图训练ai了，尤其是大厂，个人画师抵制没什么用，最后就是自己被淘汰了;0.8846938849673065
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回覆UlinaU入行浅的换工作了，想入行的被劝退了本来就是靠爱发电支撑的现在找不到当初的热情了。我很幼稚但我看到身边朋友这样真的很痛心。现实啊。。;0.8645360219592586
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复lilyllll1少不了有些闲人会喂的，只是时间问题。;-0.9851872596745255
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;AI作画其实是可以满足要求的，只不过需要更细节的描述，你给他描述的越细他生成的话就越完整;0.971043029571037
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复lilyllll1我现在觉得画画就是世界最惨的艺术了，摄影版画cg一个比一个恐怖笑哭;0.9991480779730633
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复iawwa虽然听起来很可笑，但是不难理解，只要发在网上就会被人爬走炼丹，为了防止被当做养料，大家都会畏惧新画风新技巧的探索，这是绘画的末日;-0.20638467700287833
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复沐晨DAZE我觉得正相反。目前画手要想强过AI就只能大量去尝试AI画不出、画不好的独特构图和画风，否则就相当于是举手投降了。未来一段时间里人类画师的顶层作画风格一定会有比较大的风格转变，只是这种情况很可能会逼迫一些初级阶段的从业人员转向AI尚不能胜任的其他细分领域;0.9999999302751357
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;为什么都是生成式aiai绘画这么火ai音乐没什么人讨论;0.32960864070986773
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;是的，就像最近火热的原子之心，机械解放传统劳动力后，人们就有更多精力去投入科研开发和艺术创作上了;0.9838361226204335
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复想放弃啊无所谓吧，企业照样要产出图片的，就像做二次元游戏的，不可能不放图，只要放出来就能被喂进AI里;-0.9763688070464904
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复没有人能拒绝女仆装那游戏里的怎么办？新游戏里的图片也降分辨率打水印？商稿基本上都是裸奔的呀，那都会成为ai的新素材;-0.7443300607973826
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复四方茶葉恋势商稿有版权吧？你抄别人版权商用，真的不怕被告死？但其实最重要的是AI很多地方其实还是有问题的，玩玩可以，商用还是得人来原创;-0.993092562732641
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复没有人能拒绝女仆装侵权是事实，但是取证问题目前无解，无法取证就无法胜诉;-0.3674454866476864
再给它点时间，最开始的ai绘画也是一拖答辩，短短一年的发展，ai现在的绘图水平已经是有目共睹了。以ai绘图作为参考，ai的优势在于可以根据文字提示在短时间，做出多种方案的较高质量的完成品；亦可根据已有的草图方案在此基础上进行完善细化最终得到完成度较高的成品。并且补充一句，在美术风格的还原这一点上，ai的强大毋庸置疑。ai的劣势在于，1它无法做到较高的私人订制需求。无法精准的展现使用者的需求描述，设计要求越多越复杂，越细致，ai就越难以满足需求。所以目前仍是在抽卡，抽到最接近自己要求的图。即便是在已有的草图基础上去完善，仍有些问题需要手动调整当然，这个功能已经可以节省很多工作时间2抛去还原需求这点不谈，即便如此ai目前也很难出一张没有错误的图片，这个错误主要体现在结构逻辑上面，这包括了大小比例，结构穿插，结构的合理性。要想解决这些问题依然拜托不了人工后期调整。我的观点总结就是，ai在未来商用生产力上不会完全取代人，但确实会取代一部分人，并且ai随着时间进化，被取代的人会越来越多。它是能在可预见的未来里为资本减少人工成本的有效手段，也是为较低需求的人群提供的性价比较高的服务方式。会有点类似翻译员和目前的翻译软件之间的关系;回复想放弃啊是的但是没办法，现在业内都在说打不过就加入吧，么办法想太远，全在拼显卡了，先保住饭碗辣眼睛;-0.9986963042359842
-----;------;------;0.8210218248756389;0.9999999302751357;-0.9986963042359842;1.9986962345111199;0.0006518827444400577;22;9.036681533376983e-06;163;0.21391076115485563;0.3303688535661521;0.21391076115485563
完全替代估计暂时不太可能，但是绝对会让更多的新人没饭吃，整个行业的头部现象会再次加剧;裁缝恐怕会变成天天坐在电脑前玩ai的职业，而新人恐怕得多下很多功夫了;0.8860670649583753
完全替代估计暂时不太可能，但是绝对会让更多的新人没饭吃，整个行业的头部现象会再次加剧;当然，运用的好的话，使用ai进行学习的新人肯定进步的更快。;0.8631854859001362
完全替代估计暂时不太可能，但是绝对会让更多的新人没饭吃，整个行业的头部现象会再次加剧;完全替代只是时间的问题，就像当初电脑刚出现一样，很多职业都消失了;0.9629523270531193
完全替代估计暂时不太可能，但是绝对会让更多的新人没饭吃，整个行业的头部现象会再次加剧;回复SPRc95哪些职业消失了;-0.35811836632506644
完全替代估计暂时不太可能，但是绝对会让更多的新人没饭吃，整个行业的头部现象会再次加剧;本来编曲行业就是头部明显的行业;-0.2390352800991904
完全替代估计暂时不太可能，但是绝对会让更多的新人没饭吃，整个行业的头部现象会再次加剧;回复东洛西望电报接线员;-0.9665847122293223
-----;------;------;0.7480334909934453;0.9629523270531193;-0.9665847122293223;1.9295370392824416;0.03523148035877921;10;4.107582515171356e-06;43;0.05643044619422572;0.2854292399703753;0.05643044619422572
在我看到了AI取代了普通的人工客服而VIP可以拥有专属座席直接接到人工以后，我觉得音乐圈是不是要回到巴洛克时期和古典时期，就是高贵的vip可以扶持自己的作曲家，听到人类作曲家的作品，然后普通用户只能和搜索歌单一样，输入关键词听ai作品dogedoge;牛逼;0.38475722407712065
在我看到了AI取代了普通的人工客服而VIP可以拥有专属座席直接接到人工以后，我觉得音乐圈是不是要回到巴洛克时期和古典时期，就是高贵的vip可以扶持自己的作曲家，听到人类作曲家的作品，然后普通用户只能和搜索歌单一样，输入关键词听ai作品dogedoge;中国的那个AI客服RZ的要死，不好使;-0.9183673872988236
在我看到了AI取代了普通的人工客服而VIP可以拥有专属座席直接接到人工以后，我觉得音乐圈是不是要回到巴洛克时期和古典时期，就是高贵的vip可以扶持自己的作曲家，听到人类作曲家的作品，然后普通用户只能和搜索歌单一样，输入关键词听ai作品dogedoge;回复丶Hen淡定不好使就充钱找人工客服，没钱就继续忍受ai客服，未来地狱图景;-0.9982223120417846
-----;------;------;0.6339595990547621;0.38475722407712065;-0.9982223120417846;1.3829795361189052;0.3085102319405474;58;2.3823978587993864e-05;55;0.07217847769028872;0.34430251878427487;0.07217847769028872
以后做视频的up主再也不用担心乱用版权音乐引起纠纷了;以后的up主也会被ai取代;0.3670481207207388
以后做视频的up主再也不用担心乱用版权音乐引起纠纷了;回复德国嘤吃福建嘤自媒体永远不会;0.6454977133294755
以后做视频的up主再也不用担心乱用版权音乐引起纠纷了;以后的网红和up主都不需要真人了，直接用ai生成形象和声音就行，写稿也简单了，直接找模型问就行还能直接生产文案。新版本gpt4就据说可以生成长篇文本，音频，以及视频。;0.9862395156228532
-----;------;------;0.25320986793456024;0.9862395156228532;;0;1.0;1616;0.0006637853344516911;37;0.048556430446194225;0.44840111839978003;0.048556430446194225
看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;AI配音AI配乐AI画封面，录有声书的人直接失业了;0.14161314712006012
看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;在github上有Python库;0.42321241141226773
看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;回复AKALordLu你这话说的，在17年前，有声书配音员几乎就没多少人。吃瓜吃瓜，而且很多其实他们都是学生录着玩笑哭笑哭笑哭笑哭;0.8303885113383627
看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;回复过分喵你看的不是MusicLM吧。这个模型现在既不公开，更不开源。;-0.902053367438288
看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;回复Keldos有的，不是官方的，但是官方的模块都在了，只不过没有开源的预训练模型;-0.7291790891870435
看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;回复TBBTSB诶，能给个链接吗;-0.9145583586479811
看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;回复Keldos那个musicLM的库会索引到audiolm，然后再去那里面找笑哭;-0.8976264122401318
看完了。其实当时看musicLM另一个惊到我的点是，它完全可以根据描述和时间节点生成风格也基本过度顺畅的“伴奏”，几乎是可以直接取代低端的有声书配乐影视配乐的感觉不过现在只有论文没有开放测试比较遗憾，不然我太想上手试一试了。;谷歌就没几个开源api的;-0.22974146070465196
-----;------;------;0.6403527226992;0.8303885113383627;-0.9145583586479811;1.7449468699863437;0.12752656500682813;359;0.00014746221229465167;59;0.07742782152230972;0.2842580612228013;0.07742782152230972
输出表现方面：看个人对音乐的要求了，在我看来，差得远。技术方面（简单扫了眼paper欢迎指正）：audioonlytraining我认为不是很好的选择因为乐谱可提供更准确的和声，节奏表达。感觉做成multimodalitieseg乐谱音频会比较好。甚至可以做的更精细些总谱乐器分轨音频其他（eg各种关键词的labels，乐器混音摆位，等等）不过，有一点是确定的，以目前的形势发展，早晚追平甚至赶超人工。大哭大哭大哭;audioonlytraining可能是因为bert或者transform这类的模型需要大量的训练数据，在小规模数据集的表现甚至不如rnn、lstm这种传统时序模型。音乐这块的标记数据实在是太难找了，从midi入手的话大多收midi也是有版权的，而且midi协议真的烂透，不同的宿主打开同一个midi文件可能时间戳完全不一样，更别说大量的midi根本不遵守通用乐器序号。我是做MIR这块算法的，有干净的midi数据当然最好，其它选择很可能是被逼无奈。;0.9658070932240455
输出表现方面：看个人对音乐的要求了，在我看来，差得远。技术方面（简单扫了眼paper欢迎指正）：audioonlytraining我认为不是很好的选择因为乐谱可提供更准确的和声，节奏表达。感觉做成multimodalitieseg乐谱音频会比较好。甚至可以做的更精细些总谱乐器分轨音频其他（eg各种关键词的labels，乐器混音摆位，等等）不过，有一点是确定的，以目前的形势发展，早晚追平甚至赶超人工。大哭大哭大哭;AI几年前已经让很多客服人员失业了呲牙;-0.848855501768272
输出表现方面：看个人对音乐的要求了，在我看来，差得远。技术方面（简单扫了眼paper欢迎指正）：audioonlytraining我认为不是很好的选择因为乐谱可提供更准确的和声，节奏表达。感觉做成multimodalitieseg乐谱音频会比较好。甚至可以做的更精细些总谱乐器分轨音频其他（eg各种关键词的labels，乐器混音摆位，等等）不过，有一点是确定的，以目前的形势发展，早晚追平甚至赶超人工。大哭大哭大哭;回复婉星河倾天下美女客服吗;-0.7689755152390334
