发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;发布者是否大v;发布者性别;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;评论者认证;评论者性别;主题相似度;标记
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;33;烂刻城主;浙江;微软：搜索引擎可以不断迭代进化。 百度：搜索引擎可以变着法儿挣钱。;2023-02-08 10:15:26;13;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;1;唐山丨赵子龙;其他;在百度搜索 chatgpt 要翻到第五页才能看到这条新闻[doge];2023-02-08 10:21:57;8;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;1;我是永久微博会员;海南;前面几条是啥？陌陌还是啥广告？;2023-02-08 12:45:45;0;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;0;Luftwaffe43;上海;中国没有拒绝openai，但他们先拒绝了中国;2023-02-08 10:26:39;4;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;637;炎炎光桐;江苏;百度哪能落下这波热潮呢[二哈] http://t.cn/A69DX0Wr;2023-02-08 10:57:00;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;637;忆夏至未眠;其他;这玩意老早就在搞了[黑线];2023-02-08 14:13:53;0;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;43;老叮叮猫的微博;其他;百度，呵呵。;2023-02-08 10:18:29;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;313;流海浪涛;其他;呵呵(ꄱੈˍꄱੈ)  ;2023-02-08 10:45:36;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;102;WATERHHO;河北;[微笑];2023-02-08 11:54:18;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;12;Djandebaihas;重庆;这事儿真不能全怪百度，把微软搬到中国过几年也一样;2023-02-08 13:25:46;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;308;神之誓约;湖北;小度：我不明白你在说什么;2023-02-08 12:46:13;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;128;Zgtfhjijhyf;广东;技术都用在给墙加固上了;2023-02-08 12:34:52;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;25;萌新表示不懂呀;上海;百度只要给钱一切好说;2023-02-08 12:12:32;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;121;2点71828182845904;上海;完了，感觉以后bing也不能用了，chatgpt回复没过审呀;2023-02-08 11:01:59;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;96;奈法勒姆;其他;[doge] 谁才是全世界最爱搞钱的民族我不好说;2023-02-08 10:57:23;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;105;BiteMeeeeeeeee;其他;昨晚想注册一个玩，最后一个选项了。完了还是不给注册然后就禁IP[二哈] http://t.cn/A69DiI4r;2023-02-08 10:17:34;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;20;口吐芬芳的哑巴;其他;百度用科技索命;2023-02-08 10:16:07;3;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;16;一个不愿透露姓名的著名人物;其他;百度那个交通项目要是不成功也差不多了吧[doge];2023-02-08 20:38:02;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;6941;老海der;北京;科技的本性是天真狂放的，科技不能投鼠忌器，也不能首鼠两端。在语音搜索暗含大量黑箱的前提下，连谷歌搜索都容不下，怎么会发育出ChatGPT这样的东西呢？即使有了，它回答用户最多的仍旧会是那一句：“根据相关法律你的搜索无法显示”。;2023-02-08 10:21:41;6;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;51;一个眼神过去就好了;海南;真的现在随便搜点和医疗健康饮食相关的，前面几页全他妈是那种健康在线医生问答，垃圾百度。;2023-02-08 10:16:24;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;250;儒家没品笑话;重庆;百度依靠墙生存;2023-02-08 10:13:46;64;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;250;不能那么多数字;广东;百度是苔藓，依靠墙生活;2023-02-08 10:33:48;6;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;335;Edward-羡羡猫;四川;百度可能在研究如何让AI先打广告，或者AI怎么植入广告;2023-02-08 10:14:29;15;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;33;烂刻城主;浙江;微软：搜索引擎可以不断迭代进化。 百度：搜索引擎可以变着法儿挣钱。;2023-02-08 10:15:26;13;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;1;唐山丨赵子龙;其他;在百度搜索 chatgpt 要翻到第五页才能看到这条新闻[doge];2023-02-08 10:21:57;8;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;1;我是永久微博会员;海南;前面几条是啥？陌陌还是啥广告？;2023-02-08 12:45:45;0;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;0;Luftwaffe43;上海;中国没有拒绝openai，但他们先拒绝了中国;2023-02-08 10:26:39;4;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;637;炎炎光桐;江苏;百度哪能落下这波热潮呢[二哈] http://t.cn/A69DX0Wr;2023-02-08 10:57:00;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;637;忆夏至未眠;其他;这玩意老早就在搞了[黑线];2023-02-08 14:13:53;0;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;43;老叮叮猫的微博;其他;百度，呵呵。;2023-02-08 10:18:29;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;313;流海浪涛;其他;呵呵(ꄱੈˍꄱੈ)  ;2023-02-08 10:45:36;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;102;WATERHHO;河北;[微笑];2023-02-08 11:54:18;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;12;Djandebaihas;重庆;这事儿真不能全怪百度，把微软搬到中国过几年也一样;2023-02-08 13:25:46;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;308;神之誓约;湖北;小度：我不明白你在说什么;2023-02-08 12:46:13;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;128;Zgtfhjijhyf;广东;技术都用在给墙加固上了;2023-02-08 12:34:52;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;25;萌新表示不懂呀;上海;百度只要给钱一切好说;2023-02-08 12:12:32;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;121;2点71828182845904;上海;完了，感觉以后bing也不能用了，chatgpt回复没过审呀;2023-02-08 11:01:59;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;96;奈法勒姆;其他;[doge] 谁才是全世界最爱搞钱的民族我不好说;2023-02-08 10:57:23;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;105;BiteMeeeeeeeee;其他;昨晚想注册一个玩，最后一个选项了。完了还是不给注册然后就禁IP[二哈] http://t.cn/A69DiI4r;2023-02-08 10:17:34;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;20;口吐芬芳的哑巴;其他;百度用科技索命;2023-02-08 10:16:07;3;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;16;一个不愿透露姓名的著名人物;其他;百度那个交通项目要是不成功也差不多了吧[doge];2023-02-08 20:38:02;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;6941;老海der;北京;科技的本性是天真狂放的，科技不能投鼠忌器，也不能首鼠两端。在语音搜索暗含大量黑箱的前提下，连谷歌搜索都容不下，怎么会发育出ChatGPT这样的东西呢？即使有了，它回答用户最多的仍旧会是那一句：“根据相关法律你的搜索无法显示”。;2023-02-08 10:21:41;6;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;51;一个眼神过去就好了;海南;真的现在随便搜点和医疗健康饮食相关的，前面几页全他妈是那种健康在线医生问答，垃圾百度。;2023-02-08 10:16:24;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;250;儒家没品笑话;重庆;百度依靠墙生存;2023-02-08 10:13:46;64;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;250;不能那么多数字;广东;百度是苔藓，依靠墙生活;2023-02-08 10:33:48;6;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;335;Edward-羡羡猫;四川;百度可能在研究如何让AI先打广告，或者AI怎么植入广告;2023-02-08 10:14:29;15;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;33;烂刻城主;浙江;微软：搜索引擎可以不断迭代进化。 百度：搜索引擎可以变着法儿挣钱。;2023-02-08 10:15:26;13;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;1;唐山丨赵子龙;其他;在百度搜索 chatgpt 要翻到第五页才能看到这条新闻[doge];2023-02-08 10:21:57;8;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;1;我是永久微博会员;海南;前面几条是啥？陌陌还是啥广告？;2023-02-08 12:45:45;0;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;0;Luftwaffe43;上海;中国没有拒绝openai，但他们先拒绝了中国;2023-02-08 10:26:39;4;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;637;炎炎光桐;江苏;百度哪能落下这波热潮呢[二哈] http://t.cn/A69DX0Wr;2023-02-08 10:57:00;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;637;忆夏至未眠;其他;这玩意老早就在搞了[黑线];2023-02-08 14:13:53;0;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;43;老叮叮猫的微博;其他;百度，呵呵。;2023-02-08 10:18:29;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;313;流海浪涛;其他;呵呵(ꄱੈˍꄱੈ)  ;2023-02-08 10:45:36;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;102;WATERHHO;河北;[微笑];2023-02-08 11:54:18;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;12;Djandebaihas;重庆;这事儿真不能全怪百度，把微软搬到中国过几年也一样;2023-02-08 13:25:46;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;308;神之誓约;湖北;小度：我不明白你在说什么;2023-02-08 12:46:13;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;128;Zgtfhjijhyf;广东;技术都用在给墙加固上了;2023-02-08 12:34:52;1;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;25;萌新表示不懂呀;上海;百度只要给钱一切好说;2023-02-08 12:12:32;0;-1;f;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;121;2点71828182845904;上海;完了，感觉以后bing也不能用了，chatgpt回复没过审呀;2023-02-08 11:01:59;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;96;奈法勒姆;其他;[doge] 谁才是全世界最爱搞钱的民族我不好说;2023-02-08 10:57:23;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;105;BiteMeeeeeeeee;其他;昨晚想注册一个玩，最后一个选项了。完了还是不给注册然后就禁IP[二哈] http://t.cn/A69DiI4r;2023-02-08 10:17:34;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;20;口吐芬芳的哑巴;其他;百度用科技索命;2023-02-08 10:16:07;3;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;16;一个不愿透露姓名的著名人物;其他;百度那个交通项目要是不成功也差不多了吧[doge];2023-02-08 20:38:02;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;6941;老海der;北京;科技的本性是天真狂放的，科技不能投鼠忌器，也不能首鼠两端。在语音搜索暗含大量黑箱的前提下，连谷歌搜索都容不下，怎么会发育出ChatGPT这样的东西呢？即使有了，它回答用户最多的仍旧会是那一句：“根据相关法律你的搜索无法显示”。;2023-02-08 10:21:41;6;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;51;一个眼神过去就好了;海南;真的现在随便搜点和医疗健康饮食相关的，前面几页全他妈是那种健康在线医生问答，垃圾百度。;2023-02-08 10:16:24;0;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;250;儒家没品笑话;重庆;百度依靠墙生存;2023-02-08 10:13:46;64;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;250;不能那么多数字;广东;百度是苔藓，依靠墙生活;2023-02-08 10:33:48;6;-1;m;2.8898060754842272e-05;1
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;335;Edward-羡羡猫;四川;百度可能在研究如何让AI先打广告，或者AI怎么植入广告;2023-02-08 10:14:29;15;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;33;烂刻城主;浙江;微软：搜索引擎可以不断迭代进化。 百度：搜索引擎可以变着法儿挣钱。;2023-02-08 10:15:26;13;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;1;唐山丨赵子龙;其他;在百度搜索 chatgpt 要翻到第五页才能看到这条新闻[doge];2023-02-08 10:21:57;8;-1;m;2.8898060754842272e-05;0
弗虑弗为;安徽;2122000;24;26;347;微软正式将引入必应百度看到差距了吗？别人不断创造新的技术，你们却不断创造新莆田系；别人用科技改变生活，你们却用科技毁掉生活。;#微软正式将ChatGPT引入必应#@百度;1;m;1;我是永久微博会员;海南;前面几条是啥？陌陌还是啥广告？;2023-02-08 12:45:45;0;-1;m;2.8898060754842272e-05;1
