发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
宽宽xyyyyy;3;20;23;35003;0.0006570865354398194
今日灼见;2;5;7;35003;0.00019998285861211896
小桥_行云流水;4;7;11;35003;0.0003142587778190441
向凌云;3;14;17;35003;0.00048567265662943174
生草字幕组;21;400;421;35003;0.012027540496528868
YinWar_CNFF;1;93;94;35003;0.0026854841013627404
有多少癌可以重来;1;2;3;35003;8.570693940519383e-05
Hanni_CherryLand;1;134;135;35003;0.003856812273233723
Det_Ryougi_;1;13;14;35003;0.0003999657172242379
岱琳;5;19;24;35003;0.0006856555152415507
老残游;1;2;3;35003;8.570693940519383e-05
Valeyevna_Joy;1;7;8;35003;0.00022855183841385024
网信青羊;1;4;5;35003;0.0001428448990086564
成都东部集团官方;3;3;6;35003;0.00017141387881038767
青白江生态环境;3;3;6;35003;0.00017141387881038767
高桢迪;1;2;3;35003;8.570693940519383e-05
微成都;11;5;16;35003;0.0004571036768277005
MissZhao_xx;2;2;4;35003;0.00011427591920692512
姬永锋;2;4;6;35003;0.00017141387881038767
成都青白江;116;114;230;35003;0.006570865354398194
绿色蒲江;9;7;16;35003;0.0004571036768277005
永州警事;3;2;5;35003;0.0001428448990086564
成都国际铁路港;30;19;49;35003;0.0013998800102848327
哥斯拉看宏观;2;3;5;35003;0.0001428448990086564
爽罗;1;4;5;35003;0.0001428448990086564
街北一只猫贝;5;10;15;35003;0.0004285346970259692
张笑来Sky;52;325;377;35003;0.010770505385252692
DiarioSecreto·本田仁美日记簿;1;17;18;35003;0.000514241636431163
脑洞黑科技;38;428;466;35003;0.013313144587606776
淡淡花香2022;65;70;135;35003;0.003856812273233723
NeveRfinDme-;1;2;3;35003;8.570693940519383e-05
葵花子与萤火虫;3;35000;35003;35003;1.0
青春龙泉驿;3;4;7;35003;0.00019998285861211896
逍遥心焱;1;1;2;35003;5.713795960346256e-05
心上中了一箭;2;1;3;35003;8.570693940519383e-05
证券市场红周刊;2;15;17;35003;0.00048567265662943174
CyberSwing;9;65;74;35003;0.0021141045053281148
四月间天气寒冷晴朗1948;2;33;35;35003;0.0009999142930605949
斌叔NextEdu;58;296;354;35003;0.010113418849812874
XR饭;1;1;2;35003;5.713795960346256e-05
小满;120;471;591;35003;0.016884267062823186
战甲装研菌;22;133;155;35003;0.004428191869268348
我是胖酥;17;9;26;35003;0.0007427934748450133
互联网八哥;28;245;273;35003;0.0077993314858726395
第十九路;1;1;2;35003;5.713795960346256e-05
幸福甜瓜大王;1;1;2;35003;5.713795960346256e-05
我我我我是柠柠柠;1;1;2;35003;5.713795960346256e-05
芭蕾小熊维;1;1;2;35003;5.713795960346256e-05
小熊牌向日葵_;5;1;6;35003;0.00017141387881038767
芭蕾小熊维;3;1;4;35003;0.00011427591920692512
ACen_悠;1;4;5;35003;0.0001428448990086564
3奈本人的微博v2;3;2;5;35003;0.0001428448990086564
讯飞翻译笔;650;230;880;35003;0.025140702225523528
张辛欣;9;28;37;35003;0.0010570522526640574
赵昱鲲;24;443;467;35003;0.013341713567408507
无水浦西;1;4;5;35003;0.0001428448990086564
元祖电波少年;2;3;5;35003;0.0001428448990086564
Liberty的秘密花园;1;1;2;35003;5.713795960346256e-05
姬永锋;18;46;64;35003;0.001828414707310802
姬永锋;12;95;107;35003;0.003056880838785247
科大讯飞;32;114;146;35003;0.004171071051052767
南方人物周刊;2;10;12;35003;0.00034282775762077534
凤凰网科技;2;14;16;35003;0.0004571036768277005
周阿星同学;1;1;2;35003;5.713795960346256e-05
澎湃新闻;6;36;42;35003;0.0011998971516727138
CLF财视频;21;67;88;35003;0.0025140702225523526
子陵在听歌;67;1372;1439;35003;0.04111076193469131
大河财立方;17;65;82;35003;0.002342656343741965
南方周末;5;18;23;35003;0.0006570865354398194
财经杂志;-1;4;3;35003;8.570693940519383e-05
红星资本局;1;1;2;35003;5.713795960346256e-05
济南时报;1;1;2;35003;5.713795960346256e-05
下次就圆满;1;2;3;35003;8.570693940519383e-05
新闻晨报;3;16;19;35003;0.0005428106162328944
大爆君;17;85;102;35003;0.0029140359397765905
G黄智雄;2;2;4;35003;0.00011427591920692512
ieaber;27;921;948;35003;0.027083392852041255
何夕;19;195;214;35003;0.006113761677570494
财经网;30;276;306;35003;0.008742107819329771
痛痛Flyaway;10;33;43;35003;0.0012284661314744452
头条新闻;41;100;141;35003;0.00402822615204411
莫历湖畔;1;4;5;35003;0.0001428448990086564
mildkiller-MK;2;4;6;35003;0.00017141387881038767
非常专业的胡萝卜;1;1;2;35003;5.713795960346256e-05
汪有;49;1370;1419;35003;0.040539382338656685
茶深深深;2;12;14;35003;0.0003999657172242379
吐泡泡的嘴;1;1;2;35003;5.713795960346256e-05
狗侠阿鑫;2;7;9;35003;0.0002571208182155815
风闻社区;2;11;13;35003;0.00037139673742250665
车友Cars-王老斯同学;1;4;5;35003;0.0001428448990086564
环球市场播报;3;1;4;35003;0.00011427591920692512
施少飞;1;11;12;35003;0.00034282775762077534
DrG科学育儿;3;90;93;35003;0.0026569151215610092
神圣午睡;19;323;342;35003;0.009770591092192098
小满;151;612;763;35003;0.021798131588720966
36氪;6;28;34;35003;0.0009713453132588635
新浪安徽;13;12;25;35003;0.000714224495043282
梁新评;1;3;4;35003;0.00011427591920692512
36氪;19;56;75;35003;0.002142673485129846
凤凰网科技;1;4;5;35003;0.0001428448990086564
鈴鈴鈴鈴___;5;65;70;35003;0.0019998285861211897
TheMedivh;2;2;4;35003;0.00011427591920692512
祝佳音;20;195;215;35003;0.006142330657372225
安安以迁迁;5;10;15;35003;0.0004285346970259692
Houson猴姆;21;146;167;35003;0.0047710196268891236
斌叔NextEdu;12;68;80;35003;0.0022855183841385025
永井制药;1;3;4;35003;0.00011427591920692512
植物眼;4;37;41;35003;0.0011713281718709824
草帽抄书bot;23;767;790;35003;0.02256949404336771
陈数羊csy;2;10;12;35003;0.00034282775762077534
于白榆;12;93;105;35003;0.0029997428791817844
携隐;20;73;93;35003;0.0026569151215610092
老谭电商;12;14;26;35003;0.0007427934748450133
量子位;4;17;21;35003;0.0005999485758363569
电脑报;7;8;15;35003;0.0004285346970259692
爱范儿;7;23;30;35003;0.0008570693940519384
·兜里糖多多·;5;98;103;35003;0.002942604919578322
