标题;帖子账号粉丝数;发布者;发布时间;弹幕数;点赞数;硬币数;收藏数;转发数;评论数;发布者是否经过认证;发布者是否为商业性质账号;用户名;评论内容;评论时间;评论点赞数;一级账号粉丝数;标记;评论者性别;评论者会员等级;评论者是否开通大会员;评论者是否经过认证
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;破碎蓝炎;回复Tanix我认为是算的，因为博弈规则是人为制定的，且训练集最早也是由人为提供的，其计算结果也由人为标准所认可，就像教一个很聪明的小孩下棋一样，虽然它自我对弈能得出你想不到的结果，但也不过是举一反三或者举一反多罢了，还是我们老师领它入门的，我认为阿尔法狗团队早就清楚它有着怎么样的潜力了，且目的性极强。的确，ai已经具备了感知级别的智能，但对于它来说，感知之后还有情绪系统、动机系统等有着漫长历史演化基础的系统，更别说要把这些系统相统一协调运作，当然ai不一定要走这条路，但就人造生命领域来说，我们也脱离不开自身的历史局限只能靠摸着已知过河，还有我依旧担心的最后的一个问题，ai如若无法成为人，那么其会不会成为少数人的工具用以淘汰其他的社会阶层，ai技术的发展由少数人所掌控，那么其未来的可能性也会大打折扣，若是只能成为逐利的工具，那就太可惜了。可如若下放全民，我们又需要高度普及的科研教育体系，人人平等的意识认同以及完善且不断跟进的法律支持还有发达的生产力，否则未来依旧是不可控的。无论是成为少数人的工具还是成为平民百姓的日常，ai的发展未来都存在太多的问题和未知，而我们现在对于ai的应用的认知是如此说不定只是因为ai还仅仅是少数人的领域，如果能让绝大多数人参与ai的发展，那么我们是不是又能发现大量新的可能性，毕竟对于未来而言，多一种可能性就多一种机会。;1612231588;0;13;1;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;破碎蓝炎;回复Tanix还有关于意识的问题，现在算不出要消灭多少脑细胞才能消除意识，或者增加多少脑细胞才能形成意识，本质上是人类对于大脑的探索还未完成，现在算不出以后也能够算出是哪些区域的哪些细胞相互搭桥形成了意识，抑或是我们甚至要抛弃“意识”这一笼统古老的词汇，用更加细分的词来描述我们大脑的功能，ai普及之后的另一个好处是提供了大量的优质教育资源，在未来我们人类可能会兴起一场前所未有的文化领域变革，旨在剔除旧观念的大众认可，把其扫进历史的垃圾箱中，而这就需要广泛民众投身ai的应用，用大量实践例子完成全人类文明的学习和进化。;1612232431;0;13;1;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;战国野心家;这就是为毛欧美流行乐坛越来越同质化的原因，你们没听出来么滑稽;1612225755;5;15;0;保密;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;十三不懂音乐丶;没懂他怎么运用的，是设定好和弦走向然后它自己出来旋律吗？;1621954854;2;17;0;男;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Mask琴兽;这样再也不用怕那些低质量作者整天做一些没有灵魂的玩意了这样听众会有对比做出来的东西还没有AI有灵魂审美自然就上来了听众们也会开始注意一些真正去学习音乐用赋予音乐表达情绪的作者们，现在做音乐真的门槛太低了基本上一台电脑几个音源甚至乐理和声都不用学用loop还有和弦包就能堆出一首;1613499700;2;166;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;忆易yiyikneesocks;音乐区呕心沥血标题党属实给我整乐了，这ai作曲不比某些所谓的“音乐人”写出来的东西强十万甚至九万倍偷笑天天不想着提升自己的水平，只会想方设法引流，被指出还来一个你行你上，这就是当代“音乐人”罢害羞;1613400992;2;835;0;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;老呀么老记忆;全程大海啊大海;1612674994;2;24;0;男;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;账号已注销;是我生长的地方;1612774515;0;24;1;保密;0;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Flowerbakett;评论区有两种，一种普遍吹AI的，有一种普遍不看好的，如果有一天AI真的写出了能引发人类情感共鸣的曲子，不是更可怕吗？我记得我最近考试第一篇就是关于AI的走向，如果AI任由这么发展下去，或许未来人类真的会走向灭亡，不是AI操控大规模杀伤武器，而是人类会依附在AI身上，这是最可怕的，并且现在AI也没见的那么成熟，最起码我们现在在日常谈话或者一些平时的作者文字中能体会别人的感情，多层面的那种，这种你随便叫一个成年人他都说得出来，而AI即使算的快他也没办法看破里面的内涵，但AI编曲能刷掉一些低技术力音乐人确实挺好，但要把门槛提的更高我觉得不一定。;1612571163;5;128;0;男;6;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;岭歌;人类依附于ai不如说是人类扩展了自己的智能，单独的ai就像乘法表一样;1612958119;0;128;1;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;卡萨布兰卡囗;尼安德特人点了个赞，说起来如果有一天AI真的取代了人类那也可以说是生命的一种演进方向吧。目前来说其实AI并不能思考啥时候把无监督学习整起来呢？，还处在“弱人工智能”的水平。关于思考，包括心理学上也还没有个定论，只能说未来可期。我个人觉得AI在数据里面发现模式的能力很强，但是如果算法做得不够好的话可能会出现过拟合笑哭;1613472890;1;128;1;男;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;GreatmentorLenin;ai算啥生命啊，不过机械超级大脑，小说才有替代人类情节，要是科学家连正眼都不瞧一下。;1613571997;0;128;1;男;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;ヌコNuko;ROBOHead诞生的前夕（;1612529507;4;173;0;保密;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;bili_10872645;这是咋做的啊，是用了什么框架吗？;1612488723;3;2;0;女;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;账号已注销;音乐区up来了（这是我小号），我想说一下，关于AI编曲这件事情，确实，ai编曲肯定没人工好，一些音符，就比如说FLstudio，为什么会有none选项，调整音符，让它没那么生硬，一些音色，可能只有音乐制作人外录，有一款插件叫做康泰克大家知道吧，很多音色库很大，甚至一个吉他30G，为什么这么大？对，录了很多，但是音色还是跟现实有出入，所以我们不能保证AI技术发达到不会错一个音符，音乐制作人是要学乐理的，只有经过人耳的歌估计才是很好的，如果是AI，6415的和弦给你铺一段am的bass，然后就是不和谐的melody，那样的歌不听也罢，仅代表个人观点，不以面概全;1612319632;5;0;0;保密;0;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;ERrooooR;这个人工智能完全是训练出来的，不是机械的排列组合;1612451716;0;0;1;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;ERrooooR;机器人肯定只负责输出MIDI，放出来肯定需要音源的;1612451767;0;0;1;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;ERrooooR;和弦进行肯定是通过神经网络卷轴，一个个去配的，绝对不是一般的流行乐和弦;1612452029;0;0;1;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;ERrooooR;再补充一点，BBC管弦要500g，30g算什么doge;1612452468;1;0;1;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;账号已注销;回复ERr0ooooRBBC吓人;1612455377;0;0;1;保密;0;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;账号已注销;萝卜头doge妙啊;1612100133;4;0;0;保密;0;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;dfsegs;从来不缺好的音乐，缺的是会欣赏音乐的人，在中国没有音乐的氛围，只有饭圈;1611926281;6;13;0;男;4;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;morrispackier;至少比b站业余作曲家要好;1611894557;4;63;0;保密;5;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Cocteauu;看看业余爵士doge;1670687867;0;63;1;男;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;一传什;看到了下雪的湖面，并不是很开阔，但细节很丰富;1611863519;4;167;0;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;乖哉怪哉;《诗云》;1611775955;2;2;0;女;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Soul_Aclameta;dogedogedoge;1611754459;2;116;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Sunnysoshy;我很喜欢;1611720724;2;17;0;男;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;凶萌野兽百科;ai能够作曲，是因为作曲有迹可循么？类似公式一样的东西？;1611716796;2;0;0;保密;5;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;3千万瓦电灯炮;有点像迪士尼电影的编曲，过场动画时候放的音乐;1611659604;2;57;0;男;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;卐js卍;一股“天亮了，花园宝宝们快起床”的感觉;1611578258;3;38;0;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;黒コノハ;基本techno这块ai已经很好了吧;1611564480;4;1290;0;男;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;BIRNHUB;迪士尼堆雪人谈恋爱音乐;1611558661;2;1;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;萦梦灬落雨;卡罗尔与星期二？;1611550197;2;1200;0;保密;5;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Boyle_Li;前一整分钟我都在等第二句tv白眼;1611548413;4;197;0;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;圆运动1314;糖水歌基本都ai了，作词也会被ai替代;1611547067;2;1;0;保密;3;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;淡忘绫波;为时已晚，有机体doge;1611501400;4;137;0;男;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;素溯夙簌;血肉苦弱;1611472553;2;17;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;墨云璃Dreamer;机魂大悦;1611470471;2;5;0;男;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;IKUN唯一真神;嘿嘿嘿嘿，不能只有我们画画的，写小说的，下棋的没饭碗，你们搞音乐的也要一起死，哈哈哈哈哈哈哈（阴暗的爬行）（阴暗的蠕动）（疯狂的发癫）哈哈哈哈哈哈哈;1680020988;2;2;0;保密;4;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;剃头王子;小说应该是最后的防线了;1681765652;0;2;1;男;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;3发发的;在瀚如烟海的古典爵士曲中，ai的曲子还远着呢。;1669641221;2;52;0;男;5;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;sakura巴别塔;知道为啥还远吗，因为ai公司不敢向ai作画一样吞大型音乐公司的曲子吃瓜;1673406983;1;52;1;女;4;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;DeluXeforeveR;阿弥陀佛，愿太上老君保佑我AI，阿门，RIP妙啊;1611481557;3;351;0;男;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;白说屁话;ai代表着大众，所有当下流行的东西聚成的东西。没灵魂;1663599371;3;7;0;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;账号已注销;互联网顶流自媒体本身就是迎合潮流，迎合大众的;1669116590;0;7;1;保密;0;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;白说屁话;回复账号已注销现在干什么都要迎合市场大众，为了更快的变现，这根本不适用于创作行业。那些自媒体顶流，做的东西，我认为不算作品。;1679922068;0;7;1;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;一定要练会沙鼠;冬日幻想;1616514526;1;2;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;大黄叫我来;能发下参考文献或者github吗;1613841979;1;1;0;男;5;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;超级塞牙鸭;这很desplat;1613794516;1;30;0;男;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;小伽不是小咖;我大学就是学编曲的，以我的水平评价的话。未来可期doge;1613306129;1;65;0;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;我游荡的灵魂;挺好;1613294631;1;862;0;保密;6;1;0
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;面包小奶炖;ai都会作曲了，我啥都不会;1613038186;1;42;0;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;囧囧-_-;既然机飞搞不过，那就灵飞吧，大乘飞升了就没这么多烦恼了OK;1612958953;1;6;0;男;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;bili_492065314;鸡你太美，原意是只因你太美，连歌词都念不清的艺人，有什么资格上电视？因为有钱嘛？;1612850649;1;228;0;保密;5;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;共根;ai的可怕之处就是能无限制的学习，人类却不能，所以ai比人类要聪明;1612532919;1;35;0;保密;4;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Flowerbakett;并不是，人类一些文学中蕴涵的很深层次的寓意，你随便叫一个成年人，他都可以看出作者微妙的变化，但这种情感的体验是AI把自己烧掉都没办法参透的，所以，不是AI比人类聪明，AI都是人类创造出来的，你却反而说AI比人类聪明，这不是很奇怪吗，在我看来AI只是比人类更有逻辑，运算思维更快而已，对于一些人类特有的特征，AI无法模仿嗑瓜子;1612571392;2;35;1;男;6;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;安徽淮南八零后;很配《我的世界》和平模式OK;1612525778;1;223;0;男;5;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;夏天要洗热水澡;大家都说ai没有灵魂，可是挺多歌曲作词作曲并不是同一个人？作词作曲做我自己那就不一样了;1612519789;1;169;0;保密;5;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;扒谱困难户;逼着我学dupstep放弃house喜极而泣;1612330725;1;144;0;女;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;夜藏星;排列组合嘛不寒碜doge;1612328564;1;59;0;保密;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;鸠鸠今天练琴了吗;草好活;1612205097;1;23729;0;男;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Chleh;qua实，这评论数比我其他的视频都多doge;1612429974;0;23729;1;保密;6;1;0
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;壶中茗香;下雪圣诞夜的感觉;1612165009;1;26;0;保密;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;湘倫鎧LEO;大海呀大海或许需要一个编曲者再修理一下可能更完美;1612139901;1;19;0;男;6;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;林格Glu;如果ai还会调音色和动态就好了，应该只是生成音符现阶段;1612093933;1;259;0;男;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;乌拉尔联盟;很好听，但感觉有什么不对;1612093268;1;169;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;YuTaoV5;好听;1612075617;1;169;0;保密;6;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;戴着有色眼镜;草原上的圣诞节;1612024295;1;7;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;金钱永不免;血弱苦弱机械飞升;1612017041;1;2;0;保密;5;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;春晩;脑子里全程大海啊故乡;1612014978;1;140;0;男;6;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;星舟见;加上词还有唱起来;1611998796;1;2;0;男;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;nomilunr;这个真的好听;1611975275;1;5;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;阿姆斯特丹散修;请问这个ai是软件还是什么，怎么下载;1611970913;1;1;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;一念水木清;冲着机械飞升这几个字，关注了关注了;1611966950;1;21;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Murderaking;我和我的祖国;1611953480;1;46;0;男;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;KvgtTUoOcWedA;随机地图随机BGMdoge;1611941169;1;5;0;保密;5;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;Norv;好听;1611907690;1;12;0;保密;6;1;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;冲咖啡的人;挺好的Ai创作音乐超越人类指日可待啊;1611898579;1;174;0;保密;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;学术垃圾出品人;有一种平安夜麋鹿拉着圣诞老人在天上飞的感觉;1611891225;1;14;0;男;5;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;都是土豆;这，听着像圣诞曲;1611879776;1;93;0;男;6;2;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;二马乱华;央视以前不是有个比赛让人去听ai和人创作的歌曲去辨别的，ai几秒钟就完成了，有点偏儿歌向的感觉比人创作的还好听;1611844432;1;16;0;保密;5;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;焦香眼球_墨客伦;关于我不认为自己生出来的孩子是我的孩子一回事;1611785927;1;1133;0;保密;6;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;喧哗的哈麻批;为什么我感到恐怖;1611781833;1;3;0;男;5;0;-1
与AI比赛作曲，AI：辣鸡人类，还没等你数完两只手老子就写出来吊打你了;21000;Chleh;2021-01-24 13:55:24;47;1869;131;1401;465;627;音乐人Chleh;0;梦幻华策;很强，期望早日成熟，在动画游戏软件等行业实现超高效的高质量开发（美术也是）;1611756653;1;29;0;保密;6;1;-1
